'Elapsed time','ii'
'0:18.651',0.107
'0:18.652',0.110
'0:18.653',0.112
'0:18.654',0.111
'0:18.655',0.113
'0:18.656',0.117
'0:18.657',0.113
'0:18.658',0.115
'0:18.659',0.114
'0:18.660',0.108
'0:18.661',0.113
'0:18.662',0.115
'0:18.663',0.119
'0:18.664',0.123
'0:18.665',0.123
'0:18.666',0.123
'0:18.667',0.126
'0:18.668',0.127
'0:18.669',0.130
'0:18.670',0.134
'0:18.671',0.139
'0:18.672',0.151
'0:18.673',0.155
'0:18.674',0.165
'0:18.675',0.174
'0:18.676',0.163
'0:18.677',0.142
'0:18.678',0.145
'0:18.679',0.152
'0:18.680',0.145
'0:18.681',0.177
'0:18.682',0.184
'0:18.683',0.151
'0:18.684',0.135
'0:18.685',0.124
'0:18.686',0.136
'0:18.687',0.134
'0:18.688',0.117
'0:18.689',0.118
'0:18.690',0.134
'0:18.691',0.145
'0:18.692',0.149
'0:18.693',0.154
'0:18.694',0.159
'0:18.695',0.162
'0:18.696',0.165
'0:18.697',0.170
'0:18.698',0.176
'0:18.699',0.177
'0:18.700',0.171
'0:18.701',0.168
'0:18.702',0.169
'0:18.703',0.169
'0:18.704',0.174
'0:18.705',0.176
'0:18.706',0.174
'0:18.707',0.173
'0:18.708',0.171
'0:18.709',0.175
'0:18.710',0.182
'0:18.711',0.186
'0:18.712',0.188
'0:18.713',0.191
'0:18.714',0.195
'0:18.715',0.196
'0:18.716',0.201
'0:18.717',0.208
'0:18.718',0.214
'0:18.719',0.214
'0:18.720',0.213
'0:18.721',0.218
'0:18.722',0.222
'0:18.723',0.232
'0:18.724',0.237
'0:18.725',0.241
'0:18.726',0.246
'0:18.727',0.249
'0:18.728',0.247
'0:18.729',0.250
'0:18.730',0.255
'0:18.731',0.260
'0:18.732',0.266
'0:18.733',0.270
'0:18.734',0.274
'0:18.735',0.280
'0:18.736',0.288
'0:18.737',0.287
'0:18.738',0.307
'0:18.739',0.310
'0:18.740',0.272
'0:18.741',0.277
'0:18.742',0.291
'0:18.743',0.295
'0:18.744',0.300
'0:18.745',0.294
'0:18.746',0.297
'0:18.747',0.308
'0:18.748',0.322
'0:18.749',0.315
'0:18.750',0.304
'0:18.751',0.311
'0:18.752',0.310
'0:18.753',0.310
'0:18.754',0.310
'0:18.755',0.308
'0:18.756',0.309
'0:18.757',0.302
'0:18.758',0.300
'0:18.759',0.304
'0:18.760',0.306
'0:18.761',0.302
'0:18.762',0.307
'0:18.763',0.311
'0:18.764',0.309
'0:18.765',0.311
'0:18.766',0.310
'0:18.767',0.310
'0:18.768',0.309
'0:18.769',0.313
'0:18.770',0.323
'0:18.771',0.328
'0:18.772',0.320
'0:18.773',0.317
'0:18.774',0.319
'0:18.775',0.318
'0:18.776',0.322
'0:18.777',0.326
'0:18.778',0.330
'0:18.779',0.331
'0:18.780',0.326
'0:18.781',0.316
'0:18.782',0.308
'0:18.783',0.310
'0:18.784',0.312
'0:18.785',0.309
'0:18.786',0.304
'0:18.787',0.303
'0:18.788',0.300
'0:18.789',0.300
'0:18.790',0.298
'0:18.791',0.297
'0:18.792',0.307
'0:18.793',0.295
'0:18.794',0.277
'0:18.795',0.282
'0:18.796',0.281
'0:18.797',0.277
'0:18.798',0.278
'0:18.799',0.280
'0:18.800',0.295
'0:18.801',0.281
'0:18.802',0.227
'0:18.803',0.196
'0:18.804',0.215
'0:18.805',0.223
'0:18.806',0.201
'0:18.807',0.206
'0:18.808',0.229
'0:18.809',0.229
'0:18.810',0.224
'0:18.811',0.216
'0:18.812',0.183
'0:18.813',0.176
'0:18.814',0.198
'0:18.815',0.200
'0:18.816',0.196
'0:18.817',0.192
'0:18.818',0.187
'0:18.819',0.185
'0:18.820',0.183
'0:18.821',0.182
'0:18.822',0.195
'0:18.823',0.195
'0:18.824',0.187
'0:18.825',0.191
'0:18.826',0.194
'0:18.827',0.179
'0:18.828',0.163
'0:18.829',0.181
'0:18.830',0.197
'0:18.831',0.190
'0:18.832',0.192
'0:18.833',0.193
'0:18.834',0.193
'0:18.835',0.203
'0:18.836',0.199
'0:18.837',0.197
'0:18.838',0.205
'0:18.839',0.202
'0:18.840',0.193
'0:18.841',0.188
'0:18.842',0.193
'0:18.843',0.198
'0:18.844',0.203
'0:18.845',0.204
'0:18.846',0.200
'0:18.847',0.203
'0:18.848',0.194
'0:18.849',0.185
'0:18.850',0.194
'0:18.851',0.196
'0:18.852',0.196
'0:18.853',0.201
'0:18.854',0.201
'0:18.855',0.199
'0:18.856',0.204
'0:18.857',0.202
'0:18.858',0.202
'0:18.859',0.203
'0:18.860',0.204
'0:18.861',0.210
'0:18.862',0.206
'0:18.863',0.198
'0:18.864',0.191
'0:18.865',0.209
'0:18.866',0.218
'0:18.867',0.197
'0:18.868',0.186
'0:18.869',0.189
'0:18.870',0.193
'0:18.871',0.187
'0:18.872',0.181
'0:18.873',0.175
'0:18.874',0.174
'0:18.875',0.149
'0:18.876',0.098
'0:18.877',0.079
'0:18.878',0.072
'0:18.879',0.060
'0:18.880',0.043
'0:18.881',0.015
'0:18.882',0.002
'0:18.883',-0.003
'0:18.884',-0.017
'0:18.885',-0.035
'0:18.886',-0.048
'0:18.887',-0.051
'0:18.888',-0.058
'0:18.889',-0.061
'0:18.890',-0.059
'0:18.891',-0.061
'0:18.892',-0.061
'0:18.893',-0.057
'0:18.894',-0.059
'0:18.895',-0.066
'0:18.896',-0.064
'0:18.897',-0.046
'0:18.898',-0.036
'0:18.899',-0.029
'0:18.900',-0.022
'0:18.901',-0.023
'0:18.902',-0.006
'0:18.903',0.010
'0:18.904',0.034
'0:18.905',0.021
'0:18.906',0.022
'0:18.907',0.071
'0:18.908',0.080
'0:18.909',0.104
'0:18.910',0.145
'0:18.911',0.166
'0:18.912',0.140
'0:18.913',0.117
'0:18.914',0.131
'0:18.915',0.130
'0:18.916',0.119
'0:18.917',0.102
'0:18.918',0.076
'0:18.919',0.040
'0:18.920',-0.013
'0:18.921',-0.058
'0:18.922',-0.068
'0:18.923',-0.082
'0:18.924',-0.104
'0:18.925',-0.131
'0:18.926',-0.165
'0:18.927',-0.190
'0:18.928',-0.233
'0:18.929',-0.261
'0:18.930',-0.260
'0:18.931',-0.274
'0:18.932',-0.288
'0:18.933',-0.283
'0:18.934',-0.269
'0:18.935',-0.258
'0:18.936',-0.248
'0:18.937',-0.239
'0:18.938',-0.222
'0:18.939',-0.191
'0:18.940',-0.191
'0:18.941',-0.205
'0:18.942',-0.186
'0:18.943',-0.153
'0:18.944',-0.123
'0:18.945',-0.119
'0:18.946',-0.115
'0:18.947',-0.103
'0:18.948',-0.102
'0:18.949',-0.098
'0:18.950',-0.101
'0:18.951',-0.113
'0:18.952',-0.114
'0:18.953',-0.113
'0:18.954',-0.113
'0:18.955',-0.095
'0:18.956',-0.071
'0:18.957',-0.061
'0:18.958',-0.049
'0:18.959',-0.040
'0:18.960',-0.037
'0:18.961',-0.033
'0:18.962',-0.026
'0:18.963',-0.034
'0:18.964',-0.042
'0:18.965',-0.028
'0:18.966',-0.023
'0:18.967',-0.025
'0:18.968',-0.026
'0:18.969',-0.026
'0:18.970',-0.026
'0:18.971',-0.030
'0:18.972',-0.029
'0:18.973',-0.030
'0:18.974',-0.021
'0:18.975',-0.015
'0:18.976',-0.002
'0:18.977',0.018
'0:18.978',0.040
'0:18.979',0.051
'0:18.980',0.028
'0:18.981',0.047
'0:18.982',0.086
'0:18.983',0.101
'0:18.984',0.093
'0:18.985',0.085
'0:18.986',0.115
'0:18.987',0.142
'0:18.988',0.147
'0:18.989',0.158
'0:18.990',0.170
'0:18.991',0.183
'0:18.992',0.192
'0:18.993',0.199
'0:18.994',0.210
'0:18.995',0.216
'0:18.996',0.225
'0:18.997',0.226
'0:18.998',0.231
'0:18.999',0.234
'0:19.000',0.229
'0:19.001',0.233
'0:19.002',0.237
'0:19.003',0.237
'0:19.004',0.239
'0:19.005',0.230
'0:19.006',0.223
'0:19.007',0.229
'0:19.008',0.230
'0:19.009',0.233
'0:19.010',0.236
'0:19.011',0.234
'0:19.012',0.234
'0:19.013',0.235
'0:19.014',0.235
'0:19.015',0.238
'0:19.016',0.237
'0:19.017',0.239
'0:19.018',0.244
'0:19.019',0.241
'0:19.020',0.239
'0:19.021',0.237
'0:19.022',0.239
'0:19.023',0.242
'0:19.024',0.238
'0:19.025',0.237
'0:19.026',0.238
'0:19.027',0.239
'0:19.028',0.231
'0:19.029',0.235
'0:19.030',0.240
'0:19.031',0.236
'0:19.032',0.242
'0:19.033',0.243
'0:19.034',0.242
'0:19.035',0.247
'0:19.036',0.243
'0:19.037',0.242
'0:19.038',0.254
'0:19.039',0.251
'0:19.040',0.238
'0:19.041',0.234
'0:19.042',0.236
'0:19.043',0.240
'0:19.044',0.234
'0:19.045',0.229
'0:19.046',0.231
'0:19.047',0.232
'0:19.048',0.235
'0:19.049',0.237
'0:19.050',0.235
'0:19.051',0.240
'0:19.052',0.237
'0:19.053',0.224
'0:19.054',0.230
'0:19.055',0.236
'0:19.056',0.225
'0:19.057',0.221
'0:19.058',0.224
'0:19.059',0.223
'0:19.060',0.216
'0:19.061',0.224
'0:19.062',0.238
'0:19.063',0.225
'0:19.064',0.216
'0:19.065',0.210
'0:19.066',0.219
'0:19.067',0.241
'0:19.068',0.220
'0:19.069',0.206
'0:19.070',0.225
'0:19.071',0.229
'0:19.072',0.202
'0:19.073',0.180
'0:19.074',0.206
'0:19.075',0.238
'0:19.076',0.228
'0:19.077',0.214
'0:19.078',0.224
'0:19.079',0.226
'0:19.080',0.201
'0:19.081',0.210
'0:19.082',0.211
'0:19.083',0.181
'0:19.084',0.180
'0:19.085',0.188
'0:19.086',0.189
'0:19.087',0.180
'0:19.088',0.176
'0:19.089',0.173
'0:19.090',0.172
'0:19.091',0.174
'0:19.092',0.176
'0:19.093',0.178
'0:19.094',0.175
'0:19.095',0.174
'0:19.096',0.172
'0:19.097',0.171
'0:19.098',0.171
'0:19.099',0.173
'0:19.100',0.172
'0:19.101',0.167
'0:19.102',0.161
'0:19.103',0.146
'0:19.104',0.145
'0:19.105',0.139
'0:19.106',0.133
'0:19.107',0.135
'0:19.108',0.136
'0:19.109',0.149
'0:19.110',0.134
'0:19.111',0.120
'0:19.112',0.123
'0:19.113',0.113
'0:19.114',0.113
'0:19.115',0.110
'0:19.116',0.106
'0:19.117',0.106
'0:19.118',0.111
'0:19.119',0.118
'0:19.120',0.117
'0:19.121',0.099
'0:19.122',0.091
'0:19.123',0.087
'0:19.124',0.082
'0:19.125',0.075
'0:19.126',0.056
'0:19.127',0.077
'0:19.128',0.096
'0:19.129',0.085
'0:19.130',0.074
'0:19.131',0.092
'0:19.132',0.108
'0:19.133',0.068
'0:19.134',0.033
'0:19.135',0.038
'0:19.136',0.049
'0:19.137',0.049
'0:19.138',0.053
'0:19.139',0.053
'0:19.140',0.049
'0:19.141',0.045
'0:19.142',0.037
'0:19.143',0.032
'0:19.144',0.032
'0:19.145',0.030
'0:19.146',0.021
'0:19.147',0.013
'0:19.148',0.011
'0:19.149',0.025
'0:19.150',0.029
'0:19.151',0.015
'0:19.152',0.009
'0:19.153',0.009
'0:19.154',0.011
'0:19.155',0.015
'0:19.156',0.016
'0:19.157',0.013
'0:19.158',0.018
'0:19.159',0.015
'0:19.160',0.013
'0:19.161',0.019
'0:19.162',0.010
'0:19.163',0.015
'0:19.164',0.011
'0:19.165',-0.001
'0:19.166',0.009
'0:19.167',-0.016
'0:19.168',-0.021
'0:19.169',-0.011
'0:19.170',-0.025
'0:19.171',-0.028
'0:19.172',-0.028
'0:19.173',-0.017
'0:19.174',-0.021
'0:19.175',-0.021
'0:19.176',-0.017
'0:19.177',-0.017
'0:19.178',-0.012
'0:19.179',-0.017
'0:19.180',-0.022
'0:19.181',-0.024
'0:19.182',-0.024
'0:19.183',-0.021
'0:19.184',-0.019
'0:19.185',-0.021
'0:19.186',-0.022
'0:19.187',-0.033
'0:19.188',-0.037
'0:19.189',-0.028
'0:19.190',-0.027
'0:19.191',-0.024
'0:19.192',-0.021
'0:19.193',-0.019
'0:19.194',-0.018
'0:19.195',-0.019
'0:19.196',-0.015
'0:19.197',-0.011
'0:19.198',-0.010
'0:19.199',-0.009
'0:19.200',-0.011
'0:19.201',-0.017
'0:19.202',-0.007
'0:19.203',-0.010
'0:19.204',-0.004
'0:19.205',-0.011
'0:19.206',-0.002
'0:19.207',0.040
'0:19.208',0.018
'0:19.209',0.004
'0:19.210',-0.015
'0:19.211',-0.019
'0:19.212',0.017
'0:19.213',0.015
'0:19.214',-0.006
'0:19.215',0.001
'0:19.216',0.020
'0:19.217',0.019
'0:19.218',0.019
'0:19.219',0.025
'0:19.220',0.036
'0:19.221',0.035
'0:19.222',0.039
'0:19.223',0.043
'0:19.224',0.036
'0:19.225',0.034
'0:19.226',0.035
'0:19.227',0.040
'0:19.228',0.042
'0:19.229',0.038
'0:19.230',0.035
'0:19.231',0.040
'0:19.232',0.047
'0:19.233',0.058
'0:19.234',0.062
'0:19.235',0.063
'0:19.236',0.066
'0:19.237',0.067
'0:19.238',0.082
'0:19.239',0.086
'0:19.240',0.073
'0:19.241',0.071
'0:19.242',0.074
'0:19.243',0.077
'0:19.244',0.077
'0:19.245',0.079
'0:19.246',0.081
'0:19.247',0.076
'0:19.248',0.073
'0:19.249',0.081
'0:19.250',0.082
'0:19.251',0.084
'0:19.252',0.088
'0:19.253',0.088
'0:19.254',0.095
'0:19.255',0.101
'0:19.256',0.104
'0:19.257',0.106
'0:19.258',0.115
'0:19.259',0.115
'0:19.260',0.117
'0:19.261',0.124
'0:19.262',0.112
'0:19.263',0.113
'0:19.264',0.110
'0:19.265',0.102
'0:19.266',0.108
'0:19.267',0.115
'0:19.268',0.126
'0:19.269',0.125
'0:19.270',0.120
'0:19.271',0.121
'0:19.272',0.117
'0:19.273',0.115
'0:19.274',0.131
'0:19.275',0.147
'0:19.276',0.141
'0:19.277',0.128
'0:19.278',0.126
'0:19.279',0.121
'0:19.280',0.136
'0:19.281',0.145
'0:19.282',0.121
'0:19.283',0.112
'0:19.284',0.117
'0:19.285',0.123
'0:19.286',0.128
'0:19.287',0.126
'0:19.288',0.123
'0:19.289',0.132
'0:19.290',0.141
'0:19.291',0.148
'0:19.292',0.146
'0:19.293',0.146
'0:19.294',0.150
'0:19.295',0.143
'0:19.296',0.143
'0:19.297',0.148
'0:19.298',0.150
'0:19.299',0.152
'0:19.300',0.157
'0:19.301',0.157
'0:19.302',0.151
'0:19.303',0.150
'0:19.304',0.150
'0:19.305',0.149
'0:19.306',0.147
'0:19.307',0.151
'0:19.308',0.146
'0:19.309',0.149
'0:19.310',0.153
'0:19.311',0.155
'0:19.312',0.159
'0:19.313',0.156
'0:19.314',0.158
'0:19.315',0.160
'0:19.316',0.163
'0:19.317',0.162
'0:19.318',0.158
'0:19.319',0.157
'0:19.320',0.154
'0:19.321',0.150
'0:19.322',0.141
'0:19.323',0.142
'0:19.324',0.146
'0:19.325',0.147
'0:19.326',0.154
'0:19.327',0.152
'0:19.328',0.142
'0:19.329',0.139
'0:19.330',0.146
'0:19.331',0.156
'0:19.332',0.161
'0:19.333',0.153
'0:19.334',0.147
'0:19.335',0.152
'0:19.336',0.149
'0:19.337',0.148
'0:19.338',0.152
'0:19.339',0.142
'0:19.340',0.140
'0:19.341',0.147
'0:19.342',0.150
'0:19.343',0.148
'0:19.344',0.143
'0:19.345',0.152
'0:19.346',0.145
'0:19.347',0.170
'0:19.348',0.174
'0:19.349',0.135
'0:19.350',0.135
'0:19.351',0.126
'0:19.352',0.122
'0:19.353',0.136
'0:19.354',0.161
'0:19.355',0.160
'0:19.356',0.152
'0:19.357',0.162
'0:19.358',0.162
'0:19.359',0.161
'0:19.360',0.152
'0:19.361',0.149
'0:19.362',0.177
'0:19.363',0.185
'0:19.364',0.155
'0:19.365',0.157
'0:19.366',0.156
'0:19.367',0.142
'0:19.368',0.149
'0:19.369',0.161
'0:19.370',0.170
'0:19.371',0.171
'0:19.372',0.166
'0:19.373',0.174
'0:19.374',0.176
'0:19.375',0.164
'0:19.376',0.157
'0:19.377',0.160
'0:19.378',0.178
'0:19.379',0.194
'0:19.380',0.208
'0:19.381',0.208
'0:19.382',0.181
'0:19.383',0.175
'0:19.384',0.186
'0:19.385',0.180
'0:19.386',0.168
'0:19.387',0.179
'0:19.388',0.184
'0:19.389',0.179
'0:19.390',0.180
'0:19.391',0.183
'0:19.392',0.188
'0:19.393',0.190
'0:19.394',0.188
'0:19.395',0.192
'0:19.396',0.196
'0:19.397',0.188
'0:19.398',0.189
'0:19.399',0.196
'0:19.400',0.200
'0:19.401',0.204
'0:19.402',0.216
'0:19.403',0.211
'0:19.404',0.189
'0:19.405',0.177
'0:19.406',0.183
'0:19.407',0.194
'0:19.408',0.186
'0:19.409',0.191
'0:19.410',0.196
'0:19.411',0.198
'0:19.412',0.204
'0:19.413',0.204
'0:19.414',0.209
'0:19.415',0.206
'0:19.416',0.215
'0:19.417',0.215
'0:19.418',0.202
'0:19.419',0.205
'0:19.420',0.204
'0:19.421',0.204
'0:19.422',0.206
'0:19.423',0.212
'0:19.424',0.199
'0:19.425',0.223
'0:19.426',0.234
'0:19.427',0.201
'0:19.428',0.225
'0:19.429',0.228
'0:19.430',0.183
'0:19.431',0.181
'0:19.432',0.211
'0:19.433',0.207
'0:19.434',0.203
'0:19.435',0.203
'0:19.436',0.183
'0:19.437',0.189
'0:19.438',0.202
'0:19.439',0.202
'0:19.440',0.208
'0:19.441',0.212
'0:19.442',0.213
'0:19.443',0.210
'0:19.444',0.201
'0:19.445',0.203
'0:19.446',0.203
'0:19.447',0.203
'0:19.448',0.213
'0:19.449',0.218
'0:19.450',0.232
'0:19.451',0.237
'0:19.452',0.218
'0:19.453',0.213
'0:19.454',0.231
'0:19.455',0.241
'0:19.456',0.248
'0:19.457',0.254
'0:19.458',0.252
'0:19.459',0.262
'0:19.460',0.269
'0:19.461',0.271
'0:19.462',0.277
'0:19.463',0.273
'0:19.464',0.274
'0:19.465',0.280
'0:19.466',0.283
'0:19.467',0.288
'0:19.468',0.289
'0:19.469',0.292
'0:19.470',0.298
'0:19.471',0.296
'0:19.472',0.295
'0:19.473',0.297
'0:19.474',0.300
'0:19.475',0.298
'0:19.476',0.298
'0:19.477',0.301
'0:19.478',0.309
'0:19.479',0.304
'0:19.480',0.308
'0:19.481',0.338
'0:19.482',0.344
'0:19.483',0.331
'0:19.484',0.316
'0:19.485',0.312
'0:19.486',0.316
'0:19.487',0.319
'0:19.488',0.322
'0:19.489',0.334
'0:19.490',0.342
'0:19.491',0.331
'0:19.492',0.327
'0:19.493',0.320
'0:19.494',0.330
'0:19.495',0.356
'0:19.496',0.337
'0:19.497',0.313
'0:19.498',0.316
'0:19.499',0.322
'0:19.500',0.333
'0:19.501',0.329
'0:19.502',0.329
'0:19.503',0.331
'0:19.504',0.319
'0:19.505',0.317
'0:19.506',0.317
'0:19.507',0.316
'0:19.508',0.316
'0:19.509',0.320
'0:19.510',0.329
'0:19.511',0.321
'0:19.512',0.322
'0:19.513',0.319
'0:19.514',0.307
'0:19.515',0.312
'0:19.516',0.313
'0:19.517',0.320
'0:19.518',0.328
'0:19.519',0.329
'0:19.520',0.326
'0:19.521',0.319
'0:19.522',0.318
'0:19.523',0.318
'0:19.524',0.314
'0:19.525',0.309
'0:19.526',0.315
'0:19.527',0.306
'0:19.528',0.297
'0:19.529',0.302
'0:19.530',0.305
'0:19.531',0.309
'0:19.532',0.299
'0:19.533',0.290
'0:19.534',0.289
'0:19.535',0.287
'0:19.536',0.281
'0:19.537',0.286
'0:19.538',0.277
'0:19.539',0.240
'0:19.540',0.244
'0:19.541',0.252
'0:19.542',0.232
'0:19.543',0.227
'0:19.544',0.239
'0:19.545',0.231
'0:19.546',0.222
'0:19.547',0.239
'0:19.548',0.215
'0:19.549',0.204
'0:19.550',0.222
'0:19.551',0.214
'0:19.552',0.203
'0:19.553',0.199
'0:19.554',0.200
'0:19.555',0.198
'0:19.556',0.211
'0:19.557',0.220
'0:19.558',0.204
'0:19.559',0.194
'0:19.560',0.193
'0:19.561',0.191
'0:19.562',0.192
'0:19.563',0.175
'0:19.564',0.172
'0:19.565',0.182
'0:19.566',0.182
'0:19.567',0.184
'0:19.568',0.185
'0:19.569',0.184
'0:19.570',0.184
'0:19.571',0.196
'0:19.572',0.189
'0:19.573',0.200
'0:19.574',0.225
'0:19.575',0.192
'0:19.576',0.177
'0:19.577',0.187
'0:19.578',0.184
'0:19.579',0.189
'0:19.580',0.206
'0:19.581',0.200
'0:19.582',0.177
'0:19.583',0.180
'0:19.584',0.177
'0:19.585',0.181
'0:19.586',0.184
'0:19.587',0.178
'0:19.588',0.182
'0:19.589',0.187
'0:19.590',0.193
'0:19.591',0.199
'0:19.592',0.195
'0:19.593',0.184
'0:19.594',0.180
'0:19.595',0.187
'0:19.596',0.202
'0:19.597',0.202
'0:19.598',0.191
'0:19.599',0.189
'0:19.600',0.187
'0:19.601',0.194
'0:19.602',0.192
'0:19.603',0.179
'0:19.604',0.179
'0:19.605',0.184
'0:19.606',0.185
'0:19.607',0.181
'0:19.608',0.181
'0:19.609',0.185
'0:19.610',0.182
'0:19.611',0.164
'0:19.612',0.147
'0:19.613',0.129
'0:19.614',0.090
'0:19.615',0.070
'0:19.616',0.051
'0:19.617',0.025
'0:19.618',0.004
'0:19.619',-0.011
'0:19.620',-0.017
'0:19.621',-0.025
'0:19.622',-0.030
'0:19.623',-0.043
'0:19.624',-0.058
'0:19.625',-0.063
'0:19.626',-0.068
'0:19.627',-0.081
'0:19.628',-0.099
'0:19.629',-0.093
'0:19.630',-0.076
'0:19.631',-0.082
'0:19.632',-0.097
'0:19.633',-0.107
'0:19.634',-0.098
'0:19.635',-0.075
'0:19.636',-0.054
'0:19.637',-0.048
'0:19.638',-0.026
'0:19.639',-0.015
'0:19.640',-0.025
'0:19.641',-0.015
'0:19.642',-0.008
'0:19.643',0.003
'0:19.644',0.018
'0:19.645',0.035
'0:19.646',0.057
'0:19.647',0.075
'0:19.648',0.099
'0:19.649',0.119
'0:19.650',0.125
'0:19.651',0.121
'0:19.652',0.115
'0:19.653',0.108
'0:19.654',0.097
'0:19.655',0.084
'0:19.656',0.056
'0:19.657',0.005
'0:19.658',-0.035
'0:19.659',-0.066
'0:19.660',-0.076
'0:19.661',-0.090
'0:19.662',-0.116
'0:19.663',-0.139
'0:19.664',-0.177
'0:19.665',-0.223
'0:19.666',-0.259
'0:19.667',-0.276
'0:19.668',-0.293
'0:19.669',-0.294
'0:19.670',-0.304
'0:19.671',-0.328
'0:19.672',-0.309
'0:19.673',-0.288
'0:19.674',-0.267
'0:19.675',-0.249
'0:19.676',-0.263
'0:19.677',-0.264
'0:19.678',-0.256
'0:19.679',-0.239
'0:19.680',-0.184
'0:19.681',-0.170
'0:19.682',-0.165
'0:19.683',-0.146
'0:19.684',-0.150
'0:19.685',-0.143
'0:19.686',-0.140
'0:19.687',-0.142
'0:19.688',-0.137
'0:19.689',-0.139
'0:19.690',-0.141
'0:19.691',-0.140
'0:19.692',-0.142
'0:19.693',-0.106
'0:19.694',-0.093
'0:19.695',-0.102
'0:19.696',-0.086
'0:19.697',-0.076
'0:19.698',-0.058
'0:19.699',-0.033
'0:19.700',-0.038
'0:19.701',-0.076
'0:19.702',-0.073
'0:19.703',-0.040
'0:19.704',-0.034
'0:19.705',-0.047
'0:19.706',-0.050
'0:19.707',-0.051
'0:19.708',-0.053
'0:19.709',-0.050
'0:19.710',-0.048
'0:19.711',-0.048
'0:19.712',-0.047
'0:19.713',-0.039
'0:19.714',-0.035
'0:19.715',-0.024
'0:19.716',-0.008
'0:19.717',0.004
'0:19.718',0.021
'0:19.719',0.032
'0:19.720',0.043
'0:19.721',0.053
'0:19.722',0.069
'0:19.723',0.082
'0:19.724',0.095
'0:19.725',0.111
'0:19.726',0.120
'0:19.727',0.134
'0:19.728',0.141
'0:19.729',0.154
'0:19.730',0.169
'0:19.731',0.170
'0:19.732',0.170
'0:19.733',0.176
'0:19.734',0.189
'0:19.735',0.206
'0:19.736',0.218
'0:19.737',0.220
'0:19.738',0.224
'0:19.739',0.227
'0:19.740',0.218
'0:19.741',0.208
'0:19.742',0.203
'0:19.743',0.204
'0:19.744',0.204
'0:19.745',0.202
'0:19.746',0.204
'0:19.747',0.206
'0:19.748',0.205
'0:19.749',0.211
'0:19.750',0.211
'0:19.751',0.219
'0:19.752',0.232
'0:19.753',0.238
'0:19.754',0.244
'0:19.755',0.217
'0:19.756',0.194
'0:19.757',0.207
'0:19.758',0.217
'0:19.759',0.223
'0:19.760',0.212
'0:19.761',0.209
'0:19.762',0.223
'0:19.763',0.202
'0:19.764',0.180
'0:19.765',0.190
'0:19.766',0.200
'0:19.767',0.210
'0:19.768',0.225
'0:19.769',0.220
'0:19.770',0.208
'0:19.771',0.206
'0:19.772',0.207
'0:19.773',0.222
'0:19.774',0.245
'0:19.775',0.234
'0:19.776',0.211
'0:19.777',0.210
'0:19.778',0.218
'0:19.779',0.219
'0:19.780',0.214
'0:19.781',0.211
'0:19.782',0.213
'0:19.783',0.222
'0:19.784',0.213
'0:19.785',0.203
'0:19.786',0.203
'0:19.787',0.206
'0:19.788',0.200
'0:19.789',0.194
'0:19.790',0.193
'0:19.791',0.197
'0:19.792',0.205
'0:19.793',0.214
'0:19.794',0.216
'0:19.795',0.204
'0:19.796',0.201
'0:19.797',0.204
'0:19.798',0.209
'0:19.799',0.214
'0:19.800',0.210
'0:19.801',0.200
'0:19.802',0.207
'0:19.803',0.215
'0:19.804',0.205
'0:19.805',0.200
'0:19.806',0.196
'0:19.807',0.196
'0:19.808',0.191
'0:19.809',0.191
'0:19.810',0.195
'0:19.811',0.193
'0:19.812',0.202
'0:19.813',0.201
'0:19.814',0.195
'0:19.815',0.199
'0:19.816',0.196
'0:19.817',0.201
'0:19.818',0.225
'0:19.819',0.217
'0:19.820',0.184
'0:19.821',0.176
'0:19.822',0.190
'0:19.823',0.197
'0:19.824',0.193
'0:19.825',0.191
'0:19.826',0.194
'0:19.827',0.189
'0:19.828',0.180
'0:19.829',0.183
'0:19.830',0.180
'0:19.831',0.175
'0:19.832',0.171
'0:19.833',0.172
'0:19.834',0.178
'0:19.835',0.178
'0:19.836',0.174
'0:19.837',0.174
'0:19.838',0.173
'0:19.839',0.172
'0:19.840',0.171
'0:19.841',0.161
'0:19.842',0.158
'0:19.843',0.157
'0:19.844',0.161
'0:19.845',0.159
'0:19.846',0.147
'0:19.847',0.139
'0:19.848',0.137
'0:19.849',0.144
'0:19.850',0.153
'0:19.851',0.147
'0:19.852',0.123
'0:19.853',0.114
'0:19.854',0.122
'0:19.855',0.124
'0:19.856',0.128
'0:19.857',0.120
'0:19.858',0.104
'0:19.859',0.103
'0:19.860',0.105
'0:19.861',0.112
'0:19.862',0.123
'0:19.863',0.120
'0:19.864',0.112
'0:19.865',0.094
'0:19.866',0.076
'0:19.867',0.078
'0:19.868',0.076
'0:19.869',0.070
'0:19.870',0.067
'0:19.871',0.068
'0:19.872',0.067
'0:19.873',0.059
'0:19.874',0.062
'0:19.875',0.073
'0:19.876',0.077
'0:19.877',0.071
'0:19.878',0.060
'0:19.879',0.032
'0:19.880',0.025
'0:19.881',0.042
'0:19.882',0.020
'0:19.883',0.006
'0:19.884',0.010
'0:19.885',0.013
'0:19.886',0.011
'0:19.887',0.009
'0:19.888',0.035
'0:19.889',0.022
'0:19.890',-0.001
'0:19.891',-0.002
'0:19.892',0.001
'0:19.893',0.007
'0:19.894',0.006
'0:19.895',0.003
'0:19.896',-0.004
'0:19.897',-0.004
'0:19.898',-0.001
'0:19.899',-0.004
'0:19.900',-0.011
'0:19.901',-0.018
'0:19.902',-0.013
